"Informazioni cronologiche","Titolo Edizione","Nome Cognome Autore","Ruolo Contributore Secondario","Nome Cognome Contributore Secondario","Serie Afferente","Generi afferenti","Tema Afferente","Numero Pagine","Data di pubblicazione","Casa Editrice","Lingua","Titolo Prima Edizione"
"2025/01/28 11:47:58 PM CET","Avalon","Anya Seton","Foreword","Philippa Gregory","","fiction","historical fiction","440","2006-05-01","Chicago Review Press","English","Avalon"
